CustomerID,Gender,Age,Annual_Income_k,Spending_Score
25145,Female,42,114.17,14.47
25701,Female,56,111.14,31.38
48283,Male,30,115.06,86.9
29772,Male,61,120.64,10.05
13031,Male,18,22.72,85.53
13104,Female,20,20.99,63.97
42278,Female,47,94.64,92.36
9718,Female,34,32.71,2.52
22563,Female,29,31.04,83.77
39460,Female,30,88.59,96.47
18732,Female,29,30.74,93.6
3625,Male,32,22.56,25.76
10903,Female,27,15.64,33.43
167,Male,28,29.49,14.32
27412,Female,61,134.63,18.48
33207,Female,57,108.79,28.33
9586,Male,32,37.95,1.96
19678,Male,22,36.34,80.65
2227,Female,23,32.97,23.21
2535,Male,24,27.26,2.45
6370,Female,25,31.62,22.89
3337,Female,25,34.58,14.65
8299,Female,32,21.9,36.0
26480,Female,54,92.98,6.38
16939,Male,20,29.25,62.12
14369,Female,20,22.43,77.61
37273,Male,53,71.28,26.07
5664,Female,29,29.29,5.08
22253,Female,18,22.76,75.64
9100,Female,28,29.65,36.23
45576,Female,30,74.04,82.45
38794,Male,43,103.81,94.82
32043,Male,66,129.94,18.85
36386,Male,48,135.48,29.21
41986,Male,46,109.28,76.26
11810,Female,19,39.51,35.98
40012,Female,33,109.62,62.32
28508,Male,50,123.84,18.76
28020,Male,41,129.44,36.99
8779,Male,25,26.45,10.46
1956,Female,21,20.81,35.37
28097,Male,58,135.33,26.15
44600,Female,33,101.83,75.81
29102,Female,63,127.32,2.77
48232,Female,41,107.26,73.49
47669,Female,42,89.82,97.38
2728,Female,33,19.12,6.8
6914,Female,26,24.64,6.22
17254,Female,26,16.15,68.76
48925,Female,40,90.6,96.54
45431,Male,26,83.42,80.61
20949,Male,18,17.29,97.69
31765,Female,69,90.63,4.21
48085,Male,46,96.53,66.61
3183,Male,24,29.1,21.79
18536,Male,21,26.15,72.26
16094,Male,23,17.78,78.16
2413,Female,25,26.7,26.22
20942,Female,19,37.1,83.03
10200,Male,22,37.88,1.62
19723,Male,23,26.49,71.5
27851,Female,61,127.9,23.66
14213,Female,29,39.4,66.62
27002,Female,44,132.46,11.37
43759,Male,46,78.05,69.22
3174,Female,23,31.44,8.59
25101,Female,66,72.26,22.56
26649,Female,41,83.51,3.72
3808,Male,34,36.7,37.24
20792,Male,20,29.89,70.46
11042,Female,22,28.07,9.91
34781,Male,60,98.23,16.71
40681,Female,34,75.37,74.62
15834,Female,24,38.37,85.46
15013,Male,28,28.44,92.9
25192,Female,43,74.15,28.88
33912,Female,49,110.77,1.75
43266,Female,41,86.85,61.98
49984,Female,31,124.17,82.92
35253,Male,39,136.53,3.43
27171,Male,53,76.73,11.44
24150,Male,21,23.22,93.42
40375,Female,32,126.62,78.95
22119,Female,18,34.24,66.95
16401,Male,25,22.03,78.43
5023,Female,32,31.05,8.06
27892,Female,39,118.74,21.77
8864,Female,21,15.79,24.07
607,Male,26,24.9,36.69
14871,Female,29,33.39,97.81
37171,Male,67,111.32,13.65
20659,Female,27,29.42,96.58
32452,Female,40,90.84,35.05
11081,Female,29,15.02,26.97
45471,Female,36,93.95,72.58
24232,Male,18,36.31,79.52
8744,Female,31,26.86,10.38
38964,Male,44,80.06,83.19
857,Female,32,25.88,22.42
1927,Female,18,18.26,14.48
14582,Female,23,38.5,75.87
31945,Female,67,125.42,22.43
26001,Male,51,123.51,7.39
8786,Female,22,20.51,13.27
19153,Female,19,25.93,78.71
27818,Female,37,104.66,24.45
23189,Male,24,39.94,75.37
38108,Male,41,85.29,76.61
9403,Male,32,35.87,36.71
17018,Female,18,29.86,84.52
30907,Female,54,111.5,34.5
45,Male,29,26.19,22.56
2813,Female,31,18.32,21.23
45176,Female,42,89.1,84.31
43264,Female,27,106.65,70.19
23567,Male,28,31.96,87.47
40434,Male,32,135.26,62.34
30372,Male,45,118.87,34.72
11862,Male,24,20.34,27.7
40827,Female,38,97.67,66.17
14629,Female,29,17.01,75.14
20485,Male,29,23.43,74.37
39285,Female,35,123.08,80.94
4605,Male,21,17.62,33.62
5817,Female,33,29.33,30.08
19730,Male,19,17.82,95.63
42989,Female,37,113.91,96.03
13171,Male,19,29.27,88.88
15493,Female,19,19.81,95.56
36155,Male,48,93.1,28.86
39819,Male,49,132.6,62.1
6436,Male,34,19.93,20.35
47106,Female,30,107.87,65.0
47796,Female,33,129.99,79.22
19743,Male,25,18.79,68.83
31642,Male,45,129.31,35.16
31469,Female,42,110.81,18.44
24777,Male,27,29.09,65.03
14406,Female,18,33.3,62.96
44118,Male,32,83.78,90.46
38577,Female,37,76.48,98.96
2052,Male,22,35.89,2.7
1026,Female,27,22.05,15.19
30119,Male,47,128.96,20.8
3074,Female,33,15.59,16.48
9468,Female,33,36.0,7.66
19482,Male,26,19.89,95.54
31991,Female,53,99.85,8.85
39971,Female,41,119.07,82.61
6882,Male,34,39.84,20.05
41826,Female,35,125.05,86.69
7885,Male,34,34.46,13.63
43243,Female,46,95.57,76.02
536,Female,20,31.79,13.36
49973,Female,47,95.51,95.32
18649,Male,19,33.74,93.68
17617,Male,23,19.22,62.82
10054,Male,29,27.2,15.14
8824,Female,34,39.82,14.59
3797,Male,19,38.61,24.82
10245,Female,24,21.65,18.75
3927,Female,20,25.55,36.9
34295,Female,63,72.79,4.23
5598,Female,34,20.5,14.16
1574,Female,30,36.46,33.95
12340,Female,28,23.43,17.06
7344,Male,22,30.61,12.47
24196,Female,18,38.37,92.19
14143,Male,18,39.07,70.72
38467,Male,42,73.37,97.91
17900,Female,22,27.92,93.76
32852,Male,45,91.64,1.79
28543,Female,49,121.12,29.13
14571,Female,24,33.88,72.05
49817,Male,30,109.89,90.08
28168,Female,62,78.48,37.56
10297,Female,18,34.08,8.39
42323,Male,28,102.35,88.11
27177,Female,48,98.22,37.58
13806,Male,28,34.05,89.56
27636,Male,45,93.71,25.88
46706,Female,47,75.24,68.01
22451,Male,27,26.14,93.09
9258,Male,22,23.51,26.49
11048,Male,30,25.52,28.45
36960,Male,35,127.49,35.89
40004,Female,35,121.19,92.22
16761,Male,20,15.46,92.61
8820,Female,32,20.43,5.18
49493,Male,49,127.89,88.84
31883,Female,49,73.02,8.72
33469,Male,58,73.24,21.93
37743,Male,38,116.62,75.2
42530,Female,44,112.85,89.28
17152,Male,23,30.58,89.89
13949,Female,18,21.59,68.7
5051,Female,24,25.58,39.32
40327,Female,38,74.72,83.34
37734,Male,48,126.57,63.75
9217,Male,30,18.92,29.0
21461,Male,18,36.39,82.37
49629,Female,49,117.08,80.09
12403,Male,20,24.76,33.28
44722,Female,37,84.13,93.44
22660,Male,26,28.13,68.07
44565,Male,36,130.84,66.61
31776,Male,39,122.33,14.57
4955,Female,28,24.02,22.66
43883,Female,43,92.35,96.58
26749,Female,52,128.47,14.98
49525,Female,25,98.29,71.22
46479,Male,35,115.93,86.97
13194,Male,18,26.73,82.34
39870,Female,44,75.15,63.8
33320,Female,62,96.67,3.11
27907,Female,43,96.49,20.21
21109,Female,25,25.27,98.08
45109,Female,45,80.44,80.52
19508,Female,22,28.3,98.6
36579,Male,50,96.9,32.96
28651,Female,44,118.68,22.89
44310,Male,49,90.19,78.18
39014,Male,29,104.42,77.93
1740,Female,30,39.02,36.21
49779,Female,37,91.09,69.62
30508,Female,36,76.66,2.56
43488,Male,26,101.88,89.82
8204,Female,33,27.24,22.95
22089,Male,29,30.2,73.82
10257,Female,24,19.88,35.85
22458,Female,29,30.37,76.31
16612,Male,23,32.47,80.03
23152,Male,24,32.78,65.24
36002,Male,67,130.46,35.62
32860,Female,48,108.23,32.83
37348,Female,47,70.68,14.42
26441,Male,49,101.87,2.92
32079,Female,56,128.31,14.82
3430,Female,18,15.37,32.56
5249,Male,26,16.96,23.72
44878,Male,41,134.73,60.85
46971,Male,36,88.75,78.01
42433,Male,25,128.72,64.7
5885,Male,26,35.38,36.0
45110,Male,26,110.09,95.36
25306,Female,69,113.66,26.53
16698,Female,21,19.05,68.18
13979,Female,24,23.13,86.2
30232,Female,66,107.49,27.43
25794,Male,43,86.35,35.46
19211,Male,23,25.77,70.93
9801,Male,24,31.83,17.21
42805,Female,31,117.35,92.22
33843,Male,45,116.99,19.48
7514,Female,24,15.34,36.12
42657,Female,37,124.1,61.84
32378,Male,36,103.51,15.04
23392,Male,26,19.73,78.65
3060,Male,31,36.4,12.2
17476,Female,23,17.41,65.66
49591,Male,47,101.96,82.31
44459,Male,26,85.57,90.5
6712,Female,31,20.11,1.47
3434,Female,29,18.86,35.57
4045,Female,23,19.73,15.09
40335,Female,45,83.58,63.64
13573,Female,26,15.64,79.89
42538,Female,43,78.81,80.6
26155,Male,60,92.19,15.55
18927,Male,28,18.37,86.85
12292,Female,28,34.83,18.96
34704,Female,66,81.83,6.45
31675,Female,61,86.7,28.68
2898,Female,34,38.2,13.97
33550,Male,68,127.09,37.57
14226,Male,22,36.05,78.94
7785,Male,25,34.52,9.99
41001,Female,26,115.8,71.02
8918,Female,34,30.72,10.54
12811,Female,22,26.3,98.99
13600,Female,23,21.82,64.08
23161,Male,27,36.69,90.26
23305,Female,22,29.19,82.44
33765,Male,38,101.32,37.86
39107,Female,48,104.13,77.5
27430,Female,58,78.21,4.67
28850,Male,65,108.36,36.15
975,Female,29,18.77,9.47
14906,Female,24,36.31,85.35
22211,Female,28,30.62,94.7
15456,Male,26,35.3,63.72
42473,Female,37,74.89,69.43
31971,Female,43,77.63,39.52
36799,Male,68,70.52,37.46
621,Female,20,37.0,21.49
31763,Female,68,135.13,18.6
3598,Female,18,35.66,2.66
9953,Male,25,37.51,22.35
21322,Male,22,18.36,71.8
38945,Female,31,80.71,72.56
5419,Male,31,31.97,34.24
45175,Male,26,94.48,63.8
33593,Female,50,100.28,12.22
38029,Female,29,75.65,96.69
31547,Male,61,136.65,38.62
24984,Female,18,39.03,81.73
39959,Male,31,133.15,80.76
48525,Male,35,122.92,81.31
16023,Female,18,32.26,75.78
47196,Female,34,119.87,95.69
43489,Male,35,87.03,77.74
22618,Female,24,36.45,79.44
2029,Male,19,32.73,1.82
12545,Male,27,21.62,79.92
45484,Male,43,108.81,93.97
233,Female,26,25.6,29.72
43571,Male,41,79.43,71.37
41221,Male,42,89.27,97.43
31596,Female,64,116.7,21.35
23736,Male,28,36.46,62.03
3764,Male,34,33.82,15.26
11008,Male,34,34.98,25.49
47896,Male,47,130.96,76.66
17478,Female,28,27.64,65.22
40558,Male,34,110.02,64.76
7281,Male,27,29.6,34.96
15417,Female,23,15.63,72.88
30577,Male,51,128.45,24.44
45185,Female,26,118.3,78.65
48392,Male,43,83.49,68.06
21913,Female,26,17.21,79.15
15447,Female,21,18.96,74.89
2513,Male,29,37.84,17.21
4853,Male,27,33.99,23.01
5997,Female,21,29.16,36.87
20468,Male,20,23.53,72.77
40987,Female,29,100.46,92.61
33984,Male,65,90.46,30.49
15572,Female,18,26.22,88.7
23641,Male,23,27.65,74.66
48649,Female,48,97.44,91.7
24888,Female,19,37.26,76.71
35676,Female,63,88.18,6.31
33053,Female,37,111.73,30.08
31050,Male,67,133.85,29.76
24631,Female,26,31.47,85.88
45362,Male,28,124.19,71.96
15140,Male,27,19.53,60.28
36199,Female,68,77.23,17.0
11656,Male,21,17.41,19.89
6707,Female,32,36.71,4.75
4571,Male,20,30.37,34.94
35819,Male,60,108.22,19.73
40686,Female,30,117.9,74.45
13678,Male,18,15.56,95.42
7198,Female,27,17.39,29.62
17919,Female,22,20.97,98.03
29068,Female,67,78.44,21.56
47386,Male,39,83.84,76.57
47753,Male,31,121.0,74.75
18417,Female,19,25.04,92.35
12407,Male,31,29.25,8.41
9640,Female,25,39.51,2.46
7454,Female,32,18.91,4.52
35927,Male,64,111.2,12.1
27436,Male,55,115.63,25.62
103,Male,25,37.63,8.64
17283,Female,21,31.54,63.03
28766,Male,47,81.98,14.26
13886,Female,21,28.8,76.26
1723,Male,25,23.54,9.41
17179,Male,28,35.68,74.1
31003,Male,59,128.09,14.63
18361,Male,28,38.75,94.28
35538,Male,55,83.09,8.29
35953,Male,61,78.4,19.17
41704,Male,31,81.16,96.57
28958,Female,69,92.01,6.27
45304,Male,41,76.39,72.59
48841,Female,47,95.7,61.73
25647,Male,64,130.54,1.53
20010,Male,19,39.83,89.45
40791,Female,41,103.06,96.28
24117,Male,20,20.47,72.63
8582,Male,18,22.95,21.43
45824,Female,37,119.75,88.28
43381,Female,39,72.72,88.47
9701,Male,34,22.1,33.99
32067,Male,56,127.32,13.72
21695,Female,20,22.37,70.83
38118,Female,28,133.73,72.53
39480,Female,45,133.54,75.5
10273,Male,23,29.59,23.2
16005,Female,23,33.41,70.47
1211,Male,25,18.14,38.58
28910,Male,65,77.23,23.38
13708,Male,28,32.01,88.39
33251,Male,57,136.24,4.86
1444,Male,28,32.61,37.22
19989,Female,25,35.21,61.1
38665,Male,30,83.98,66.67
921,Female,22,23.17,14.82
806,Male,33,25.17,38.17
48410,Female,27,115.24,77.31
12160,Male,30,39.52,34.01
34533,Male,63,130.27,20.74
37452,Female,55,97.08,1.22
13484,Male,24,31.46,96.88
40385,Male,32,125.88,69.49
40471,Male,47,80.8,79.95
46574,Male,39,91.18,62.97
28298,Male,38,87.98,15.65
24476,Male,26,35.34,93.09
23923,Female,22,38.55,75.45
42277,Female,33,94.05,80.09
31673,Male,46,98.46,24.62
49618,Female,38,126.75,77.23
18630,Female,23,35.16,78.68
21858,Male,19,24.05,81.9
1154,Female,33,19.28,33.27
21945,Male,18,23.85,78.84
31591,Female,56,82.44,4.47
1085,Female,32,15.38,23.68
19890,Female,19,17.48,91.27
35598,Female,65,116.98,14.74
3098,Male,34,17.35,26.72
23786,Female,18,18.82,86.88
44776,Female,30,72.97,77.43
25121,Male,53,111.91,18.42
44227,Male,38,73.29,95.21
16220,Female,22,17.71,85.21
45277,Male,32,119.01,95.32
4490,Female,25,22.21,32.77
32703,Male,46,88.83,7.81
40372,Female,45,102.24,86.9
4477,Male,32,33.76,38.87
49136,Female,34,133.25,61.18
3073,Male,21,15.16,5.28
43941,Male,43,80.52,84.58
7528,Male,33,35.36,28.75
18945,Male,25,26.24,73.02
44617,Male,28,93.67,92.14
29663,Male,60,86.04,2.25
1881,Male,30,33.68,9.17
35365,Female,56,125.85,30.7
12730,Female,22,35.54,88.34
34812,Female,67,115.54,29.16
32340,Male,43,116.7,35.12
2999,Female,24,34.44,15.94
10900,Female,19,36.89,12.56
8715,Female,23,29.03,3.49
16059,Male,27,25.85,78.16
49275,Female,29,121.76,92.26
18427,Male,19,37.24,68.36
20111,Male,18,38.41,62.89
13448,Female,23,18.1,66.51
4967,Male,25,20.69,4.97
47033,Male,49,92.53,68.8
42069,Female,30,92.72,96.91
12637,Male,25,22.52,67.02
40852,Male,44,94.42,78.47
11059,Female,32,17.56,28.43
6946,Male,19,23.69,10.89
19687,Male,27,26.92,95.12
32205,Male,66,92.28,8.22
4466,Female,31,30.38,39.19
40914,Female,32,76.78,60.27
5906,Female,21,16.54,19.32
3975,Male,28,16.97,11.8
47605,Male,35,75.08,96.08
34793,Male,41,88.87,35.24
4386,Male,20,18.97,2.85
25905,Female,45,88.39,22.01
37289,Female,46,113.12,36.67
44819,Female,36,108.85,82.73
20592,Male,27,16.36,80.27
25895,Female,41,133.12,14.05
1776,Male,27,33.08,6.31
34379,Female,55,103.23,17.79
40994,Male,40,77.57,91.66
47075,Male,32,110.02,84.05
21893,Male,23,15.75,83.61
11376,Male,31,20.01,12.12
23171,Male,23,19.65,90.95
46540,Male,47,126.87,89.5
3878,Female,22,35.91,27.91
5494,Male,25,31.24,8.46
19122,Male,21,30.7,76.64
10194,Female,24,22.67,21.57
22233,Male,26,18.24,90.32
28294,Female,41,130.39,14.23
8504,Male,23,15.85,30.08
40998,Female,32,87.61,84.45
58,Male,28,38.39,31.63
49485,Female,33,73.45,65.6
12320,Male,22,17.59,17.77
19010,Female,18,34.2,75.8
36612,Female,48,135.01,12.46
26111,Female,54,132.22,39.44
29935,Female,48,78.15,17.59
37349,Female,38,108.68,38.5
35957,Male,49,110.49,17.88
17745,Female,26,19.72,89.61
36638,Male,39,104.6,34.98
13885,Female,26,23.93,74.32
43593,Female,37,93.24,65.77
11616,Male,32,26.63,18.79
40236,Male,28,74.65,87.33
38054,Female,39,126.51,70.79
41687,Male,35,102.5,61.53
33163,Female,49,84.65,32.43
9914,Male,30,18.16,12.56
15449,Female,25,30.78,77.23
13358,Female,23,32.63,93.82
42595,Female,42,83.71,98.19
22241,Female,28,33.16,68.26
40688,Male,29,117.77,98.92
19956,Male,25,29.5,81.82
16074,Male,22,23.56,73.57
38947,Female,28,105.0,98.67
39019,Male,43,123.28,92.99
3650,Female,34,21.02,27.68
17269,Male,19,35.75,71.29
10271,Female,33,34.19,4.84
23653,Female,29,25.5,70.63
44282,Female,46,130.15,88.04
35730,Female,38,85.79,36.07
16927,Female,18,23.54,80.28
9015,Male,22,24.02,17.96
12611,Male,23,38.37,70.49
26340,Female,56,72.23,7.05
4227,Female,30,15.51,39.1
1863,Female,31,30.02,3.44
4837,Female,20,38.17,18.76
1273,Male,32,20.19,23.92
3907,Female,21,25.28,10.49
34094,Male,64,130.48,23.75
2563,Male,31,35.82,8.83
2839,Male,21,15.39,11.12
736,Female,21,25.18,3.57
37145,Female,56,97.57,12.18
22954,Female,27,19.7,82.75
17886,Female,22,37.88,97.38
23134,Female,20,31.82,72.51
9714,Male,23,35.49,30.24
11605,Male,18,23.91,4.42
32171,Male,56,128.68,36.88
9609,Male,33,29.84,22.7
36249,Male,61,109.66,2.92
85,Female,30,19.86,17.04
5014,Male,27,15.37,25.37
43909,Female,29,111.4,66.03
20159,Female,21,36.68,67.95
45962,Female,37,74.51,83.15
11647,Male,25,39.0,2.98
8608,Female,28,37.74,20.91
31021,Female,55,117.46,6.61
32959,Male,63,133.07,2.85
48016,Female,29,83.58,95.66
2737,Female,22,27.8,15.05
49160,Male,35,91.71,70.8
44638,Female,39,75.22,74.99
10129,Male,21,32.48,8.99
36721,Female,62,71.39,34.59
13344,Male,25,27.76,84.31
39857,Female,28,108.25,98.32
150,Female,34,28.36,30.25
23668,Male,23,36.71,64.37
9381,Male,27,37.23,25.18
38780,Female,32,101.35,70.57
24904,Male,29,35.46,78.12
13861,Male,23,32.18,83.63
554,Female,27,37.15,24.13
36648,Female,35,134.59,29.62
28268,Female,41,127.94,13.18
30868,Male,35,121.3,20.27
35129,Male,55,95.43,32.68
40840,Male,34,116.52,64.76
48239,Male,38,70.41,91.97
48409,Female,45,78.83,61.46
44690,Male,25,78.3,95.33
21718,Male,19,27.73,90.32
30598,Male,61,70.73,4.72
47313,Female,47,107.07,61.3
35218,Female,40,94.82,39.11
40019,Male,32,70.97,90.44
37681,Female,36,133.21,90.51
20695,Female,24,25.88,82.71
15788,Female,18,30.26,68.63
357,Female,34,17.28,6.99
4588,Female,21,18.47,5.5
36842,Female,39,131.37,12.61
44397,Male,25,78.59,80.19
32660,Male,37,95.55,4.91
43455,Male,32,125.95,79.93
47434,Female,28,92.78,68.89
44963,Male,36,122.23,90.88
44604,Female,40,101.76,88.29
47359,Male,28,132.8,98.77
9689,Male,27,29.47,39.97
18652,Male,28,33.17,79.36
2268,Female,21,15.89,21.6
34142,Female,54,126.21,39.76
18500,Female,20,28.17,77.19
20162,Female,29,34.15,76.15
3880,Male,31,23.21,5.21
26934,Male,57,114.09,2.74
39939,Female,36,117.39,77.1
1746,Male,34,26.86,15.1
32681,Female,62,77.79,33.53
23452,Male,26,24.66,80.81
41520,Female,46,102.61,70.73
6965,Female,22,25.23,8.62
19852,Male,26,37.58,76.82
49220,Female,34,128.62,72.72
41084,Male,36,100.06,68.32
40900,Male,26,96.21,78.14
48427,Female,35,93.93,89.89
4974,Male,23,39.38,26.04
26829,Male,43,74.51,27.75
33751,Male,46,136.74,16.96
43534,Male,41,89.77,68.52
20646,Male,20,22.78,88.75
27366,Female,41,101.57,28.75
47914,Female,32,126.72,75.52
4550,Female,33,38.28,27.74
47187,Male,42,90.08,73.17
48702,Female,41,90.22,71.28
35094,Male,52,87.86,13.03
7978,Female,18,23.25,8.14
12771,Male,29,27.46,96.66
30943,Male,49,134.35,39.61
39743,Male,27,89.37,90.6
8208,Female,29,21.02,10.89
37412,Female,65,107.81,31.29
44386,Male,44,130.53,82.08
18803,Female,29,19.97,77.53
40231,Male,38,134.78,66.6
2489,Female,23,38.96,4.81
11604,Male,21,22.55,27.14
22197,Female,18,19.68,73.6
22121,Male,20,26.1,70.44
17490,Female,18,16.98,70.07
28574,Male,66,106.74,14.01
35143,Male,36,101.72,28.88
5065,Male,18,30.12,19.7
19089,Male,23,38.26,76.39
45460,Male,43,84.56,93.41
36201,Male,42,134.84,23.29
19818,Female,21,32.64,62.13
29022,Male,69,105.62,2.14
45599,Female,49,92.63,98.5
42163,Female,40,99.85,60.71
48005,Male,29,130.12,78.22
219,Female,24,29.33,39.91
32983,Male,46,133.66,6.38
14903,Male,21,34.44,76.87
1315,Female,24,22.81,17.02
37391,Male,65,95.02,2.41
24985,Female,29,27.28,85.18
2656,Male,32,26.74,22.63
49060,Male,44,107.09,71.72
49988,Female,30,125.03,87.19
20509,Male,29,16.56,82.71
12863,Female,29,15.68,97.53
33365,Female,43,99.02,19.39
22488,Male,22,23.54,72.44
4452,Female,33,29.61,36.2
35044,Female,61,71.67,28.38
46462,Female,46,72.24,61.7
5413,Male,30,33.47,15.68
40708,Female,35,87.45,60.22
48591,Female,41,78.42,68.69
31819,Male,50,88.15,24.46
17764,Female,20,26.18,71.6
5181,Female,23,37.88,31.24
46742,Male,28,122.57,90.46
23431,Female,19,21.4,76.45
25111,Male,42,117.13,5.15
35385,Female,48,76.59,29.29
36247,Male,37,130.53,21.75
37541,Female,31,91.85,65.4
38210,Female,36,125.07,68.83
40369,Male,30,128.32,69.1
28324,Male,44,123.39,21.84
44698,Male,36,80.07,92.28
42450,Female,26,102.25,60.59
4100,Male,33,22.98,23.87
25650,Male,56,106.51,6.77
44479,Male,40,110.14,79.68
7132,Male,25,31.56,31.9
20033,Female,22,27.83,76.46
21319,Male,29,37.38,78.1
6610,Female,32,32.53,37.34
27824,Male,57,99.44,15.1
7729,Female,34,32.97,2.97
7005,Male,23,28.49,39.58
4768,Female,23,24.31,31.81
25853,Male,60,128.85,30.31
5946,Male,26,31.43,39.78
5588,Male,21,39.14,24.37
46744,Male,44,117.24,92.75
18824,Female,29,35.93,79.72
676,Female,22,18.03,17.34
38612,Male,39,124.21,87.2
36124,Female,41,99.71,38.58
5020,Male,31,33.31,28.04
43416,Female,33,103.15,83.52
24137,Male,21,38.88,97.91
21368,Female,26,24.8,91.19
48730,Male,49,121.17,81.52
34400,Male,52,126.83,35.29
23135,Female,26,23.71,95.68
39958,Male,31,114.09,62.98
46325,Female,39,132.63,66.79
34571,Male,67,70.78,20.61
38390,Male,32,70.86,78.26
4335,Male,18,26.95,22.41
42703,Male,49,122.5,76.69
21934,Female,23,35.63,98.1
28371,Female,51,121.1,15.15
34014,Female,59,96.88,10.0
15397,Male,21,17.98,89.49
26909,Male,54,97.37,37.79
15905,Female,26,39.5,60.39
9454,Female,30,15.82,11.45
30268,Female,43,82.73,38.76
29764,Male,38,75.56,17.5
8674,Female,18,29.28,11.74
25437,Female,62,95.85,20.02
8461,Male,27,34.02,27.8
27665,Male,57,114.63,27.6
17678,Male,27,28.65,78.33
669,Male,31,19.13,16.21
13940,Male,28,33.75,67.66
39341,Male,25,119.58,72.4
30344,Female,62,112.47,13.12
15228,Male,28,15.92,67.02
40047,Male,25,87.87,98.74
46793,Male,41,100.07,76.79
10131,Male,25,19.5,32.6
26321,Female,61,92.65,27.43
25428,Male,57,125.87,18.21
24285,Male,20,30.5,90.5
813,Male,34,19.07,23.04
24041,Male,26,29.76,71.01
32045,Male,67,127.31,25.9
17844,Female,21,39.15,84.91
37078,Female,52,130.79,29.89
26954,Male,67,71.65,17.42
29937,Male,55,95.57,1.09
14682,Male,23,33.01,88.7
2102,Male,23,15.01,32.43
45523,Male,37,110.92,92.0
27710,Male,41,118.13,21.43
11404,Female,29,19.59,39.15
9422,Female,21,28.11,12.96
44550,Male,43,79.1,79.03
23238,Female,26,29.66,64.07
48617,Male,31,83.76,92.12
32707,Male,69,127.1,16.51
41313,Female,26,100.73,98.51
9440,Male,27,36.42,30.96
5738,Female,23,16.51,24.67
24837,Male,25,37.86,78.82
32622,Male,69,71.39,17.5
40504,Female,28,85.01,95.44
11580,Male,18,23.76,38.23
6252,Male,19,22.02,5.79
4070,Male,34,30.81,24.13
5636,Female,25,24.68,8.35
19796,Female,24,21.53,60.23
11889,Male,31,17.36,22.07
7984,Male,33,37.35,4.75
44822,Male,27,108.67,76.99
3370,Male,27,24.53,20.54
42474,Female,49,105.2,75.23
8650,Female,31,24.56,10.41
29677,Male,48,100.36,34.99
37628,Male,32,107.73,78.6
41970,Male,36,125.84,95.26
35502,Female,67,107.02,19.85
11725,Male,23,21.76,29.86
32091,Female,47,93.93,5.51
5321,Male,34,17.63,13.59
8442,Male,20,35.61,32.95
22227,Male,18,32.13,90.68
45167,Female,37,136.28,73.47
24388,Male,26,23.27,96.25
44762,Female,39,133.51,73.58
17784,Male,28,36.13,92.14
11881,Male,21,19.32,31.75
11367,Male,24,38.34,13.13
11650,Female,27,17.8,4.73
49659,Female,34,121.22,98.42
26702,Female,48,125.61,3.02
23757,Female,18,23.75,87.99
28858,Female,56,115.27,23.22
41542,Male,42,120.47,93.92
42948,Male,32,95.02,93.74
3009,Male,26,25.0,17.51
30318,Male,55,109.17,38.58
5867,Male,28,36.96,25.34
48201,Male,39,102.48,71.76
30156,Male,36,73.52,32.94
24315,Male,25,24.41,72.99
41677,Male,44,131.79,88.07
31518,Male,66,70.46,25.41
46207,Male,42,92.33,70.42
38574,Male,44,95.08,72.1
28974,Male,53,80.71,24.64
49534,Male,43,100.72,84.65
33461,Female,62,98.65,33.74
24468,Female,23,27.45,71.03
17075,Female,28,35.58,91.03
39633,Male,31,100.85,91.16
36565,Male,51,126.28,5.31
39193,Male,25,75.9,73.58
6865,Female,19,37.35,8.07
42646,Female,45,125.43,81.48
36434,Male,52,93.37,7.46
49019,Male,45,98.47,72.2
46463,Male,44,86.08,98.09
20005,Female,20,35.2,62.23
8679,Female,30,34.54,2.31
44274,Female,47,105.99,81.96
32230,Female,41,86.45,31.55
19265,Male,21,26.2,95.54
10228,Male,21,39.95,30.45
40793,Female,36,74.11,88.73
42196,Male,47,95.8,67.8
15302,Female,19,35.78,73.33
45978,Male,35,115.31,74.32
41187,Male,30,109.88,78.11
23972,Female,24,33.0,70.85
35213,Male,51,107.83,22.26
24118,Male,29,26.5,77.56
12708,Male,28,16.87,84.55
19579,Female,26,30.62,98.56
22252,Male,29,27.18,65.22
35667,Female,45,78.62,27.82
15926,Female,27,29.67,95.68
42221,Female,37,131.14,98.85
33389,Male,40,102.41,30.75
22946,Female,18,30.31,81.62
18329,Male,21,37.79,84.39
36226,Female,49,87.22,39.22
16624,Male,26,22.93,72.79
2003,Female,21,28.74,26.59
8938,Male,33,27.7,22.89
46049,Female,36,122.23,88.3
28257,Male,51,110.6,23.5
44011,Female,44,74.32,74.8
21558,Male,18,15.98,82.14
47851,Female,36,118.33,61.58
15574,Male,18,30.64,73.24
38656,Male,47,135.99,97.2
8844,Male,30,39.12,31.11
48769,Male,42,93.12,69.72
24656,Female,26,22.24,72.02
36217,Male,46,108.57,24.53
14637,Female,23,38.04,83.37
14098,Male,29,35.52,61.81
15861,Male,21,39.06,70.38
16204,Female,24,35.72,65.19
31755,Female,40,122.19,31.48
14427,Female,18,30.58,79.4
22422,Male,25,38.79,73.07
13849,Male,29,20.04,88.6
13712,Female,29,31.64,84.63
13503,Male,20,38.81,91.94
14348,Female,24,27.95,64.55
21772,Female,19,27.34,74.1
47052,Female,31,74.8,68.42
